Source,Destination,Walking Time (seconds)
29,47,1419
29,48,1099
29,49,391
29,50,1756
29,51,2494
29,52,1339
29,53,966
29,54,9781
29,55,6061
29,56,1227
29,57,4492
30,1,6491
30,2,5948
30,3,9741
30,4,3973
30,5,3878
30,6,3418
30,7,5114
30,8,4754
30,9,3881
30,10,3126
30,11,7547
30,12,6523
30,13,7331
30,14,6940
30,15,667
30,16,2416
30,17,8769
30,18,3800
30,19,1043
30,20,4628
30,21,5023
30,22,5271
30,23,4957
30,24,2387
30,25,2794
30,26,4197
30,27,1831
30,28,6331
30,29,4111
30,30,0
30,31,3836
30,32,3574
30,33,6675
30,34,4856
30,35,2558
30,36,4203
30,37,3052
30,38,3401
30,39,2710
30,40,1574
30,41,2848
30,42,3753
30,43,3149
30,44,4601
30,45,6203
30,46,5439
30,47,3767
30,48,3420
30,49,4069
30,50,4693
30,51,2842
30,52,4300
30,53,4000
30,54,8015
30,55,3578
30,56,3166
30,57,3442
31,1,3896
31,2,2455
31,3,10824
31,4,5865
31,5,135
31,6,6898
31,7,8594
31,8,7343
31,9,5772
31,10,3805
31,11,9080
31,12,8322
31,13,9160
31,14,9529
31,15,4293
31,16,5896
31,17,11358
31,18,5649
31,19,4525
31,20,7096
31,21,6915
31,22,7920
31,23,6805
31,24,4801
31,25,6274
31,26,8402
31,27,2043
31,28,8179
31,29,6003
31,30,3849
31,31,0
31,32,6045
31,33,8523
31,34,9098
31,35,6037
31,36,5151
31,37,5583
31,38,5988
31,39,5001
31,40,4175
31,41,1058
31,42,6342
31,43,6629
31,44,8722
31,45,8158
31,46,7287
31,47,5284
31,48,5693
31,49,6067
31,50,7282
31,51,3523
31,52,6889
31,53,6453
31,54,4198
31,55,538
31,56,5432
31,57,6922
32,1,7825
32,2,7743
32,3,6784
32,4,965
32,5,6050
32,6,3462
32,7,3949
32,8,1648
32,9,892
32,10,2768
32,11,4327
32,12,3279
32,13,3757
32,14,3716
32,15,3539
32,16,2622
32,17,5545
32,18,518
32,19,2747
32,20,1073
32,21,1937
32,22,1897
32,23,1781
32,24,1334
32,25,2271
32,26,2859
32,27,4784
32,28,2816
32,29,1029
32,30,3549
32,31,5996
32,32,0
32,33,3140
32,34,3555
32,35,2530
32,36,2749
32,37,533
32,38,553
32,39,1334
32,40,2097
32,41,5066
32,42,1760
32,43,2381
32,44,3190
32,45,2628
32,46,2082
32,47,2027
32,48,348
32,49,635
32,50,1379
32,51,2523
32,52,951
32,53,416
32,54,9810
32,55,6090
32,56,758
32,57,3544
33,1,9709
33,2,9938
33,3,4458
33,4,2769
33,5,8525
33,6,6131
33,7,5489
33,8,4305
33,9,2715
33,10,5243
33,11,1710
33,12,1136
33,13,762
33,14,4497
33,15,6591
33,16,5445
33,17,4359
33,18,3003
33,19,5799
33,20,2273
33,21,1709
33,22,1878
33,23,1759
33,24,4317
33,25,4940
33,26,5054
33,27,7749
33,28,478
33,29,2582
33,30,6672
33,31,8471
33,32,3123
33,33,0
33,34,5082
33,35,5200
33,36,4525
33,37,3656
33,38,3641
33,39,3990
33,40,5102
33,41,7987
33,42,4913
33,43,5050
33,44,4560
33,45,691
33,46,1306
33,47,3665
33,48,3339
33,49,2620
33,50,2462
33,51,4998
33,52,2711
33,53,2832
33,54,12195
33,55,8565
33,56,3582
33,57,6213
34,1,11390
34,2,11112
34,3,9472
34,4,4450
34,5,9153
34,6,2525
34,7,750
34,8,2533
34,9,4381
34,10,6137
34,11,6584
34,12,5535
34,13,5754
34,14,2651
34,15,4642
34,16,2909
34,17,3653
34,18,4089
34,19,3850
34,20,3429
34,21,4686
34,22,3277
34,23,4331
34,24,4535
34,25,2172
34,26,810
34,27,6447
34,28,5065
34,29,4506
34,30,4881
34,31,9099
34,32,3579
34,33,5113
34,34,0
34,35,2431
34,36,6321
34,37,4105
34,38,3680
34,39,4741
34,40,5022
34,41,8102
34,42,3350
34,43,1981
34,44,788
34,45,4561
34,46,4587
34,47,5598
34,48,3928
34,49,4125
34,50,2990
34,51,5892
34,52,3382
34,53,3539
34,54,13179
34,55,8983
34,56,4337
34,57,2775
35,1,8503
35,2,7960
35,3,9232
35,4,3410
35,5,6034
35,6,1261
35,7,2771
35,8,1750
35,9,3341
35,10,4337
35,11,6525
35,12,5476
35,13,5776
35,14,3850
35,15,2284
35,16,637
35,17,5553
35,18,3035
35,19,1492
35,20,3215
35,21,4344
35,22,3480
35,23,4027
35,24,2734
35,25,303
35,26,1707
35,27,4088
35,28,5013
35,29,3474
35,30,2522
35,31,5980
35,32,2525
35,33,5200
35,34,2402
35,35,0
35,36,4819
35,37,2261
35,38,2431
35,39,2941
35,40,3222
35,41,4970
35,42,1502
35,43,658
35,44,2086
35,45,4648
35,46,4283
35,47,4176
35,48,2590
35,49,3084
35,50,2848
35,51,4092
35,52,2485
35,53,2499
35,54,10027
35,55,5851
35,56,2443
35,57,1314
36,1,5419
36,2,5752
36,3,6228
36,4,2276
36,5,5177
36,6,6051
36,7,6717
36,8,4417
36,9,2241
36,10,1356
36,11,4290
36,12,4105
36,13,5189
36,14,6175
36,15,4583
36,16,4733
36,17,8004
36,18,2246
36,19,4276
36,20,3512
36,21,2890
36,22,4207
36,23,2860
36,24,2711
36,25,4851
36,26,5628
36,27,4868
36,28,4208
36,29,2287
36,30,4194
36,31,5123
36,32,2776
36,33,4552
36,34,6324
36,35,4814
36,36,0
36,37,2724
36,38,3107
36,39,2397
36,40,3172
36,41,4644
36,42,3870
36,43,5149
36,44,5958
36,45,4188
36,46,3316
36,47,866
36,48,2560
36,49,2661
36,50,4043
36,51,1662
36,52,3573
36,53,3228
36,54,8127
36,55,5222
36,56,2385
36,57,6074
37,1,7831
37,2,7288
37,3,7114
37,4,1346
37,5,5574
37,6,3461
37,7,4467
37,8,2167
37,9,1254
37,10,2313
37,11,4849
37,12,3801
37,13,4279
37,14,4238
37,15,3032
37,16,2143
37,17,6067
37,18,1040
37,19,2240
37,20,1595
37,21,2376
37,22,2420
37,23,2220
37,24,801
37,25,2261
37,26,3378
37,27,4252
37,28,3338
37,29,1468
37,30,3016
37,31,5520
37,32,522
37,33,3663
37,34,4073
37,35,2224
37,36,2692
37,37,0
37,38,517
37,39,798
37,40,1564
37,41,4533
37,42,1280
37,43,2655
37,44,3708
37,45,3151
37,46,2604
37,47,2049
37,48,463
37,49,1157
37,50,1901
37,51,2068
37,52,1473
37,53,938
37,54,9355
37,55,5604
37,56,316
37,57,3484
38,1,8245
38,2,7702
38,3,7262
38,4,1504
38,5,5987
38,6,3541
38,7,4052
38,8,1752
38,9,1435
38,10,2727
38,11,4841
38,12,3793
38,13,4271
38,14,3797
38,15,3146
38,16,2243
38,17,5627
38,18,1061
38,19,2354
38,20,1532
38,21,2480
38,22,2096
38,23,2324
38,24,1215
38,25,2350
38,26,2963
38,27,4630
38,28,3330
38,29,1572
38,30,3385
38,31,5933
38,32,551
38,33,3654
38,34,3659
38,35,2395
38,36,3048
38,37,524
38,38,0
38,39,1322
38,40,1864
38,41,4944
38,42,1371
38,43,2459
38,44,3293
38,45,3142
38,46,2596
38,47,2386
38,48,541
38,49,1178
38,50,1554
38,51,2482
38,52,1126
38,53,749
38,54,9769
38,55,5825
38,56,781
38,57,3584
39,1,7277
39,2,6734
39,3,7183
39,4,1416
39,5,5019
39,6,4099
39,7,5072
39,8,2947
39,9,1323
39,10,1759
39,11,4880
39,12,3856
39,13,4645
39,14,5057
39,15,2961
39,16,2781
39,17,6886
39,18,1133
39,19,2169
39,20,2400
39,21,2446
39,22,3224
39,23,2290
39,24,550
39,25,2928
39,26,4007
39,27,3848
39,28,3664
39,29,1538
39,30,2695
39,31,4966
39,32,1349
39,33,4007
39,34,4703
39,35,2933
39,36,2389
39,37,823
39,38,1339
39,39,0
39,40,1201
39,41,4130
39,42,1947
39,43,3322
39,44,4327
39,45,3643
39,46,2772
39,47,1791
39,48,984
39,49,1402
39,50,2720
39,51,1514
39,52,2292
39,53,1757
39,54,8801
39,55,5050
39,56,583
39,57,4123
40,1,6664
40,2,6121
40,3,8234
40,4,2466
40,5,4195
40,6,3279
40,7,5347
40,8,3223
40,9,2373
40,10,2114
40,11,5947
40,12,4923
40,13,5761
40,14,5409
40,15,1899
40,16,2276
40,17,7238
40,18,2250
40,19,1279
40,20,3164
40,21,3516
40,22,3740
40,23,3406
40,24,880
40,25,3203
40,26,4283
40,27,2830
40,28,4780
40,29,2604
40,30,1559
40,31,4142
40,32,2110
40,33,5124
40,34,4978
40,35,3209
40,36,3174
40,37,1588
40,38,1870
40,39,1203
40,40,0
40,41,3145
40,42,2222
40,43,3597
40,44,4602
40,45,4739
40,46,3888
40,47,2544
40,48,1892
40,49,2530
40,50,3162
40,51,1829
40,52,2769
40,53,2495
40,54,8188
40,55,4026
40,56,1655
40,57,3302
41,1,4880
41,2,3439
41,3,10369
41,4,5387
41,5,1117
41,6,5892
41,7,7588
41,8,6351
41,9,5295
41,10,3330
41,11,8608
41,12,7844
41,13,8682
41,14,8537
41,15,3304
41,16,4890
41,17,10366
41,18,5171
41,19,3519
41,20,6185
41,21,6437
41,22,6868
41,23,6327
41,24,3853
41,25,5268
41,26,7411
41,27,991
41,28,7701
41,29,5525
41,30,2796
41,31,1063
41,32,5131
41,33,8045
41,34,8106
41,35,5032
41,36,4678
41,37,4609
41,38,4998
41,39,4176
41,40,3183
41,41,0
41,42,5350
41,43,5623
41,44,7730
41,45,7680
41,46,6809
41,47,4806
41,48,4865
41,49,5589
41,50,6290
41,51,3034
41,52,5897
41,53,5516
41,54,5232
41,55,895
41,56,4628
41,57,5916
42,1,8832
42,2,8289
42,3,8266
42,4,2498
42,5,6329
42,6,2757
42,7,3686
42,8,1562
42,9,2406
42,10,3314
42,11,5963
42,12,4938
42,13,5475
42,14,4225
42,15,3481
42,16,1439
42,17,6038
42,18,2153
42,19,2689
42,20,2734
42,21,3528
42,22,3187
42,23,3372
42,24,1711
42,25,1542
42,26,2622
42,27,4964
42,28,4532
42,29,2620
42,30,3720
42,31,6276
42,32,1737
42,33,4899
42,34,3317
42,35,1505
42,36,3844
42,37,1286
42,38,1353
42,39,1918
42,40,2199
42,41,5279
42,42,0
42,43,1936
42,44,2941
42,45,4347
42,46,3798
42,47,3201
42,48,1615
42,49,2323
42,50,2555
42,51,3069
42,52,2184
42,53,1949
42,54,10356
42,55,6160
42,56,1468
42,57,2780
43,1,9097
43,2,8554
43,3,9072
43,4,3250
43,5,6628
43,6,1402
43,7,2287
43,8,1522
43,9,3182
43,10,4734
43,11,6365
43,12,5316
43,13,5616
43,14,3408
43,15,2878
43,16,1149
43,17,5112
43,18,2875
43,19,2086
43,20,3055
43,21,4185
43,22,3357
43,23,3867
43,24,3131
43,25,407
43,26,1226
43,27,4682
43,28,4854
43,29,3314
43,30,3117
43,31,6575
43,32,2366
43,33,5040
43,34,1961
43,35,667
43,36,5107
43,37,2706
43,38,2442
43,39,3338
43,40,3619
43,41,5564
43,42,1947
43,43,0
43,44,1601
43,45,4488
43,46,4123
43,47,4385
43,48,2683
43,49,2925
43,50,2725
43,51,4489
43,52,2326
43,53,2339
43,54,10621
43,55,6445
43,56,2888
43,57,1529
44,1,11021
44,2,10729
44,3,8948
44,4,4081
44,5,8769
44,6,2702
44,7,1381
44,8,2164
44,9,4012
44,10,5754
44,11,6060
44,12,5011
44,13,5230
44,14,2127
44,15,4357
44,16,2546
44,17,3651
44,18,3720
44,19,3565
44,20,2905
44,21,4162
44,22,2753
44,23,3807
44,24,4151
44,25,1852
44,26,494
44,27,6161
44,28,4541
44,29,4137
44,30,4596
44,31,8716
44,32,3210
44,33,4589
44,34,785
44,35,2112
44,36,5951
44,37,3736
44,38,3310
44,39,4358
44,40,4639
44,41,7719
44,42,2967
44,43,1617
44,44,0
44,45,4037
44,46,4063
44,47,5229
44,48,3558
44,49,3755
44,50,2466
44,51,5509
44,52,2858
44,53,3170
44,54,12796
44,55,8600
44,56,3968
44,57,2802
45,1,9345
45,2,9574
45,3,5120
45,4,2405
45,5,8162
45,6,5583
45,7,4941
45,8,3756
45,9,2352
45,10,4879
45,11,2239
45,12,1282
45,13,1315
45,14,3949
45,15,6088
45,16,4896
45,17,5778
45,18,2640
45,19,5296
45,20,1725
45,21,1345
45,22,1335
45,23,1396
45,24,3954
45,25,4392
45,26,4506
45,27,7386
45,28,529
45,29,2218
45,30,6166
45,31,8108
45,32,2618
45,33,697
45,34,4534
45,35,4651
45,36,4162
45,37,3150
45,38,3136
45,39,3627
45,40,4715
45,41,7623
45,42,4365
45,43,4502
45,44,4012
45,45,0
45,46,942
45,47,3302
45,48,2966
45,49,2253
45,50,1914
45,51,4635
45,52,2162
45,53,2329
45,54,11831
45,55,8201
45,56,3214
45,57,5665
46,1,8497
46,2,8726
46,3,5064
46,4,1557
46,5,7313
46,6,5239
46,7,5024
46,8,3403
46,9,1503
46,10,4031
46,11,2238
46,12,1213
46,13,1968
46,14,4032
46,15,5516
46,16,4552
46,17,5861
46,18,1791
46,19,4724
46,20,1420
46,21,497
46,22,1413
46,23,629
46,24,3105
46,25,4047
46,26,4614
46,27,6537
46,28,987
46,29,1370
46,30,5384
46,31,7260
46,32,2098
46,33,1331
46,34,4617
46,35,4307
46,36,3313
46,37,2631
46,38,2617
46,39,2778
46,40,3890
46,41,6775
46,42,3787
46,43,4157
46,44,4095
46,45,966
46,46,0
46,47,2453
46,48,2209
46,49,1490
46,50,1869
46,51,3786
46,52,1868
46,53,1807
46,54,10983
46,55,7353
46,56,2452
46,57,5320
47,1,6048
47,2,6277
47,3,6012
47,4,1548
47,5,5311
47,6,5503
47,7,5989
47,8,3689
47,9,1513
47,10,1616
47,11,3944
47,12,3435
47,13,4327
47,14,5313
47,15,4094
47,16,4084
47,17,7142
47,18,1518
47,19,3806
47,20,2650
47,21,2028
47,22,3345
47,23,1998
47,24,2181
47,25,4312
47,26,4900
47,27,4845
47,28,3346
47,29,1425
47,30,3754
47,31,5257
47,32,2048
47,33,3690
47,34,5595
47,35,4165
47,36,864
47,37,2075
47,38,2429
47,39,1789
47,40,2542
47,41,4772
47,42,3221
47,43,4421
47,44,5230
47,45,3326
47,46,2454
47,47,0
47,48,1881
47,49,1799
47,50,3181
47,51,1783
47,52,2711
47,53,2366
47,54,8534
47,55,5350
47,56,1736
47,57,5584
48,1,7546
48,2,7393
48,3,6722
48,4,954
48,5,5700
48,6,3783
48,7,4297
48,8,1997
48,9,861
48,10,2418
48,11,4429
48,12,3405
48,13,3990
48,14,4064
48,15,3377
48,16,2488
48,17,5893
48,18,538
48,19,2585
48,20,1421
48,21,1995
48,22,2245
48,23,1839
48,24,1053
48,25,2592
48,26,3207
48,27,4526
48,28,3011
48,29,1087
48,30,3401
48,31,5646
48,32,348
48,33,3354
48,34,3903
48,35,2569
48,36,2507
48,37,479
48,38,547
48,39,971
48,40,1884
48,41,4808
48,42,1625
48,43,2686
48,44,3538
48,45,2976
48,46,2191
48,47,1845
48,48,0
48,49,708
48,50,1727
48,51,2173
48,52,1299
48,53,764
48,54,9460
48,55,5740
48,56,417
48,57,3865
49,1,7777
49,2,7812
49,3,6184
49,4,448
49,5,6119
49,6,4044
49,7,4518
49,8,2218
49,9,377
49,10,2837
49,11,3706
49,12,2682
49,13,3288
49,14,3899
49,15,4141
49,16,3281
49,17,5728
49,18,458
49,19,3349
49,20,1134
49,21,1296
49,22,1958
49,23,1116
49,24,1730
49,25,2853
49,26,3428
49,27,5174
49,28,2309
49,29,394
49,30,4021
49,31,6065
49,32,652
49,33,2652
49,34,4124
49,35,3113
49,36,2657
49,37,1185
49,38,1197
49,39,1403
49,40,2526
49,41,5581
49,42,2349
49,43,2963
49,44,3759
49,45,2275
49,46,1489
49,47,1797
49,48,724
49,49,0
49,50,1550
49,51,2592
49,52,1133
49,53,701
49,54,9879
49,55,6159
49,56,969
49,57,4126
50,1,9195
50,2,9195
50,3,6825
50,4,1923
50,5,7270
50,6,3767
50,7,3370
50,8,1929
50,9,1853
50,10,4220
50,11,3937
50,12,2888
50,13,3042
50,14,2378
50,15,4421
50,16,3094
50,17,4207
50,18,1866
50,19,3629
50,20,687
50,21,1944
50,22,697
50,23,1589
50,24,2639
50,25,2589
50,26,2935
50,27,5905
50,28,2418
50,29,1736
50,30,4660
50,31,7216
50,32,1356
50,33,2466
50,34,2963
50,35,2849
50,36,4011
50,37,1889
50,38,1535
50,39,2682
50,40,3139
50,41,6219
50,42,2573
50,43,2671
50,44,2441
50,45,1914
50,46,1845
50,47,3151
50,48,1705
50,49,1527
50,50,0
50,51,3975
50,52,433
50,53,1076
50,54,11262
50,55,7100
50,56,2114
50,57,3862
51,1,5796
51,2,5253
51,3,7399
51,4,2345
51,5,3530
51,6,5238
51,7,6210
51,8,4086
51,9,2253
51,10,296
51,11,5573
51,12,4802
51,13,5640
51,14,6244
51,15,3206
51,16,3920
51,17,8073
51,18,2129
51,19,2899
51,20,3576
51,21,3395
51,22,4401
51,23,3285
51,24,1554
51,25,4066
51,26,5146
51,27,3218
51,28,4659
51,29,2483
51,30,2817
51,31,3476
51,32,2525
51,33,5003
51,34,5841
51,35,4072
51,36,1644
51,37,2082
51,38,2488
51,39,1501
51,40,1812
51,41,2982
51,42,3085
51,43,4460
51,44,5465
51,45,4639
51,46,3767
51,47,1764
51,48,2173
51,49,2547
51,50,4000
51,51,0
51,52,3573
51,53,2933
51,54,7320
51,55,3560
51,56,1912
51,57,5261
52,1,8747
52,2,8797
52,3,6985
52,4,1523
52,5,6898
52,6,3436
52,7,3778
52,8,1609
52,9,1453
52,10,3822
52,11,4108
52,12,3059
52,13,3305
52,14,2786
52,15,4049
52,16,2749
52,17,4615
52,18,1468
52,19,3257
52,20,798
52,21,1961
52,22,984
52,23,1606
52,24,2241
52,25,2244
52,26,2820
52,27,5533
52,28,2596
52,29,1336
52,30,4288
52,31,6844
52,32,958
52,33,2728
52,34,3371
52,35,2504
52,36,3563
52,37,1491
52,38,1137
52,39,2284
52,40,2767
52,41,5847
52,42,2217
52,43,2354
52,44,2849
52,45,2176
52,46,1862
52,47,2703
52,48,1306
52,49,1127
52,50,449
52,51,3577
52,52,0
52,53,667
52,54,10864
52,55,6728
52,56,1716
52,57,3517
53,1,8248
53,2,8166
53,3,6750
53,4,1024
53,5,6473
53,6,3444
53,7,3917
53,8,1617
53,9,955
53,10,3191
53,11,4053
53,12,3004
53,13,3482
53,14,3435
53,15,3759
53,16,2757
53,17,5264
53,18,941
53,19,2967
53,20,743
53,21,1862
53,22,1641
53,23,1551
53,24,1734
53,25,2252
53,26,2828
53,27,5184
53,28,2541
53,29,965
53,30,3998
53,31,6420
53,32,431
53,33,2866
53,34,3523
53,35,2512
53,36,3223
53,37,964
53,38,774
53,39,1757
53,40,2497
53,41,5466
53,42,1980
53,43,2362
53,44,3158
53,45,2354
53,46,1807
53,47,2363
53,48,779
53,49,698
53,50,1098
53,51,2946
53,52,670
53,53,0
53,54,10233
53,55,6513
53,56,1189
53,57,3525
54,1,4547
54,2,3106
54,3,13342
54,4,9669
54,5,4163
54,6,10931
54,7,13534
54,8,11410
54,9,9577
54,10,7589
54,11,12216
54,12,11980
54,13,12872
54,14,13568
54,15,8448
54,16,9928
54,17,15397
54,18,9453
54,19,8557
54,20,10900
54,21,10573
54,22,11725
54,23,10543
54,24,8878
54,25,10306
54,26,12470
54,27,6211
54,28,11891
54,29,9807
54,30,8016
54,31,4178
54,32,9849
54,33,12235
54,34,13165
54,35,10070
54,36,8142
54,37,9406
54,38,9812
54,39,8824
54,40,8207
54,41,5208
54,42,10409
54,43,10661
54,44,12789
54,45,11870
54,46,10999
54,47,8549
54,48,9497
54,49,9871
54,50,11324
54,51,7356
54,52,10896
54,53,10257
54,54,0
54,55,4464
54,56,9236
54,57,10954
55,1,4400
55,2,2959
55,3,10939
55,4,5957
55,5,520
55,6,6773
55,7,8468
55,8,7231
55,9,5865
55,10,3900
55,11,9178
55,12,8414
55,13,9252
55,14,9417
55,15,4036
55,16,5770
55,17,11246
55,18,5741
55,19,4399
55,20,7188
55,21,7007
55,22,7748
55,23,6897
55,24,4733
55,25,6148
55,26,8291
55,27,1787
55,28,8271
55,29,6095
55,30,3592
55,31,532
55,32,6137
55,33,8615
55,34,8986
55,35,5912
55,36,5248
55,37,5664
55,38,5878
55,39,5082
55,40,4063
55,41,894
55,42,6230
55,43,6503
55,44,8610
55,45,8250
55,46,7379
55,47,5376
55,48,5785
55,49,6159
55,50,7170
55,51,3604
55,52,6777
55,53,6545
55,54,4486
55,55,0
55,56,5524
55,57,7596
56,1,7293
56,2,7140
56,3,6869
56,4,1101
56,5,5447
56,6,3666
56,7,4714
56,8,2414
56,9,1009
56,10,2165
56,11,4566
56,12,3541
56,13,4245
56,14,4481
56,15,3230
56,16,2348
56,17,6310
56,18,793
56,19,2438
56,20,1838
56,21,2131
56,22,2663
56,23,1975
56,24,819
56,25,2466
56,26,3625
56,27,4292
56,28,3266
56,29,1223
56,30,3150
56,31,5394
56,32,765
56,33,3610
56,34,4320
56,35,2429
56,36,2376
56,37,339
56,38,793
56,39,577
56,40,1650
56,41,4574
56,42,1485
56,43,2860
56,44,3955
56,45,3232
56,46,2446
56,47,1733
56,48,424
56,49,963
56,50,2144
56,51,1920
56,52,1716
56,53,1181
56,54,9207
56,55,5487
56,56,0
56,57,3689
57,1,9388
57,2,8845
57,3,10243
57,4,4421
57,5,6919
57,6,459
57,7,2988
57,8,2761
57,9,4352
57,10,5531
57,11,7536
57,12,6487
57,13,6787
57,14,4593
57,15,3169
57,16,1793
57,17,6074
57,18,4046
57,19,2377
57,20,4226
57,21,5355
57,22,4491
57,23,5038
57,24,3928
57,25,1494
57,26,2369
57,27,4973
57,28,6024
57,29,4485
57,30,3408
57,31,6866
57,32,3536
57,33,6211
57,34,2755
57,35,1310
57,36,6087
57,37,3529
57,38,3625
57,39,4135
57,40,3289
57,41,5855
57,42,2784
57,43,1518
57,44,2773
57,45,5659
57,46,5294
57,47,5555
57,48,3853
57,49,4095
57,50,3859
57,51,5286
57,52,3496
57,53,3510
57,54,10912
57,55,7540
57,56,3711
57,57,0
